"filename", "language", "Markdown", "CSV", "JSON", "HTML", "XML", "Python", "CSS", "pip requirements", "JavaScript", "comment", "blank", "total"
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\clsManageCourseContentClasses\clsManageCourseContentReviews.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 248, 9, 48, 305
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\clsManageCourseContentClasses\clsManageCourseContentSwitch.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 191, 5, 39, 235
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\clsManageCourseContentClasses\clsManageRenderCourseContent.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 138, 1, 23, 162
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\clsManageSideBarAndOptions.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 149, 3, 29, 181
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\courseContent.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 59, 1, 12, 72
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\courseContent\courseContentDomVariables.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\domain.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 10, 70
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\espaceFormation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 415, 8, 85, 508
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\formation.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 640, 11, 141, 792
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 23, 2, 8, 33
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\login.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 59, 5, 21, 85
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\manageAdmins.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 444, 9, 73, 526
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\profile.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 269, 6, 48, 323
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\register.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 106, 6, 22, 134
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\js\script.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 433, 16, 67, 516
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\login.html", "HTML", 0, 0, 0, 37, 0, 0, 0, 0, 0, 2, 7, 46
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\manageAdmins.html", "HTML", 0, 0, 0, 152, 0, 0, 0, 0, 0, 6, 17, 175
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\profile.html", "HTML", 0, 0, 0, 197, 0, 0, 0, 0, 0, 4, 15, 216
"c:\vs code\GitHub\CNIPE_INTERNSHIP_PROJECT_3IIR\dev\front-end\register.html", "HTML", 0, 0, 0, 58, 0, 0, 0, 0, 0, 2, 8, 68
"Total", "-", 1922, 1021, 187, 1680, 7, 2880, 4130, 11, 5777, 522, 4080, 22217
